"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"220163","col","","","Vitakri","69.451134","29.773384","Rahi Wali Gambrak, DL-10 (Nahar Kot)","","PDL-10, Rahi Wali Gambruk","2","Late Maastrichtian","","72.2","66","76825"
"220164","col","","","Vitakri","69.545998","29.757999","Dolwahi northeast, DL-11","","PDL-11","1","Late Maastrichtian","","72.2","66","76825"
"220165","col","","","Vitakri","69.545998","29.757999","Dolwahi Eastnortheast, DL-12","","PDL-12","1","Late Maastrichtian","","72.2","66","76825"
"220166","col","","","Vitakri","69.545998","29.757999","Dolwahi East, DL-13","","PDL-13, Dolvahi","1","Late Maastrichtian","","72.2","66","76825"
"220167","col","","","Vitakri","69.388000","29.641001","Sadiqani Chapar (DL-14)","","PDL-14","1","Late Maastrichtian","","72.2","66","76825"
"220168","col","","","Vitakri","69.594002","29.671000","Bhal (DL-22)","","PDL-22, Baekar","1","Late Maastrichtian","","72.2","66","76825"
"220169","col","","","Vitakri","69.594002","29.671000","Mat Khetran (DL-21)","","PDL-21, Rakhni","1","Late Maastrichtian","","72.2","66","76825"
"220170","col","","","Chorrillo","-72.544998","-50.489166","La Anita (ankylosaur site)","","Estancia ""Anita""","2","Early Maastrichtian","","72.2","66","76842"
"220171","col","","","Lago Colhué Huapi","-68.478889","-45.620834","Cerro del Hadro","","Headwaters of the Río Chico","2","Late Maastrichtian","","72.2","66","76843"
"220173","col","","","Vitakri","69.139999","30.959999","Sor Muzghai tracksite (level 5), Zhob","","Sormuzghai","1","Late Maastrichtian","","72.2","66","76850"
"220202","col","","","Vitakri","69.867203","29.507700","Maarri Peak tracksite","","","1","Late Maastrichtian","","72.2","66","73834"
"220281","col","","","Chaochuan","120.038002","29.150999","Shicheng, Chi’an Town","","Yiwu","1","Albian","Cenomanian","113.2","93.9","76924"
"220290","col","","","Yamaga","130.821396","33.987499","Ainoshima Island","","Kitakyushu City","1","Rupelian","","33.9","27.3","76937"
"220328","col","","","Fleming Fjord","-22.568611","71.383614","Macknight Bjerg, ""Theropod Mound""","","MacKnigth","1","Alaunian","","215.38","211.18","76954"
"220331","col","","","Lissauer Breccia","17.521999","50.917999","Lubsza","","Lubschau","1","Norian","","227.3","205.7","76960"
"220334","col","","","Iouaridène","-6.395600","32.081200","Aït Mazigh tracksite","","AMZ","1","Oxfordian","Kimmeridgian","161.5","149.2","76963"
"220335","col","","","Two Medicine","-113.750000","48.630001","Blacktail Creek, southwest of Cutbank","","","1","Late Campanian","","83.6","72.2","76965"
"220417","col","","","Morrison","-111.024002","39.005001","Aaron Scott Quarry [PROXY]","","State of Utah Loc. Em466V","9","Kimmeridgian","Tithonian","154.8","143.1","76998"
"220420","col","","","Arcabuco","-73.497597","5.604800","S1 tracksite, Villa de Leiva","","Chiquiza, Villa de Leyva","1","Late Jurassic","Berriasian","161.5","137.05","77008"
"220421","col","","","Arcabuco","-73.496696","5.605600","S2 tracksite, Villa de Leiva","","Chiquiza, Villa de Leyva","2","Late Jurassic","Berriasian","161.5","137.05","77008"
"220422","col","","","Arcabuco","-73.493500","5.608600","S3 tracksite, Villa de Leiva","","Chiquiza, Villa de Leyva","4","Late Jurassic","Berriasian","161.5","137.05","77008"
"220423","col","","","Paja","-73.518303","5.633400","Villa de Leiva tracksite","","Villa de Leyva","1","Barremian","Aptian","125.77","113.2","77008"
"220424","col","","","Hondita y Loma","-75.949997","3.458500","Alpujarra tracksite","","","1","Barremian","","125.77","121.4","77008"
"220425","col","","","Yavi","-74.749496","3.671100","Dolores area [PROXY]","","","1","Early Cretaceous","","143.1","100.5","77008"
"220426","col","","","Yavi","-75.237503","3.222100","Aipe","","","1","Early Cretaceous","","143.1","100.5","77008"
"220427","col","","","Moina","-71.405197","11.839800","south of Falla Cuiza","","","1","Late Cretaceous","","100.5","66","77008"
"220428","col","","","Batá","-73.268799","4.862300","Río Batá tracksite","","","1","Late Valanginian","Early Hauterivian","137.05","125.77","77007"
"220429","col","","","Saldaña","-74.887703","3.244500","Río Venado tracksite","","","1","Jurassic","","201.4","143.1","77009"
"220430","col","","","Jiufotang","120.427139","43.636063","Shangheshou","","Wulong-type locality","1","Aptian","","121.4","113.2","77016"
"220460","col","","","","-161.833328","67.966667","Kangiguksuk","","","8","Holocene","","0.0117","0","77038"
"220461","col","","","Figuerola","0.883333","41.866669","Fontllonga-R","","Fontllonga","1","Late Maastrichtian","","72.2","66","19388"
"220462","col","","","Clarens","28.167000","-30.888599","Storm Shelter tracksite","","Maclear","1","Sinemurian","","199.5","192.9","77042"
"220463","col","","","Clarens","28.049999","-28.883301","Leribe-Molapo tracksite","","","1","Pliensbachian","","192.9","184.2","28154"
"220465","col","","","Hutubihe","85.579102","46.076500","Huangyangquan tracksite, Site A","","","1","Berriasian","Valanginian","143.1","132.6","77047"
"220466","col","","","Hutubihe","85.568100","46.088200","Huangyangquan tracksite, Site D","","Wuerho, Wuerhe","4","Berriasian","Valanginian","143.1","132.6","77047"
"220468","col","","","Hutubihe","85.566200","46.085899","Huangyangquan tracksite, Site E","","","4","Valanginian","","137.05","132.6","77047"
"220469","col","","","Hutubihe","85.566200","46.085899","Huangyangquan tracksite, Site F","","","2","Valanginian","","137.05","132.6","77047"
"220470","col","","","Hutubihe","85.551201","46.075001","Huangyangquan tracksite, Site G","","","1","Valanginian","","137.05","132.6","77047"
"220471","col","","","Hutubihe","85.557404","46.069698","Huangyangquan tracksite, Site I","","","2","Valanginian","","137.05","132.6","77047"
"220472","col","","","Hutubihe","85.557404","46.069698","Huangyangquan tracksite, Site J","","","2","Valanginian","","137.05","132.6","77047"
"220473","col","","","Hutubihe","85.566498","46.065300","Huangyangquan tracksite, Site K","","","2","Valanginian","","137.05","132.6","77047"
"220474","col","","","Hutubihe","85.551201","46.075001","Huangyangquan tracksite, Site H","","","2","Valanginian","","137.05","132.6","77047"
"220475","col","","","Hutubihe","85.568100","46.088200","Huangyangquan tracksites (general)","","","3","Berriasian","Valanginian","143.1","132.6","77047"
"220501","col","","","Horseshoe Canyon","-112.938698","51.951900","RTMP Loc. L2205","","Dry Island Buffalo Jump Provincial Park","1","Early Maastrichtian","","72.2","66","77056"
"220506","col","","","Dinosaur Park","-111.379204","50.778400","feathered Ornithomimus quarry (UALVP)","","","1","Middle Campanian","","83.6","72.2","77057"
"220528","col","","","Winton","142.593613","-26.681667","Southern Plevna Downs Station, EML011(a)","","Eromanga","1","Middle Cenomanian","Early Turonian","100.5","89.8","77067"
"220529","col","","","Winton","142.593613","-26.681667","Southern Plevna Downs Station, EML011(b)","","Eromanga","1","Late Cenomanian","Early Turonian","100.5","89.8","77067"
"220530","col","","","Winton","142.593613","-26.681667","Southern Plevna Downs Station, EML 010","","Eromanga","2","Late Cenomanian","Early Turonian","100.5","89.8","77067"
"220531","col","","","Winton","142.593613","-26.681667","Southern Plevna Downs Station, EML013","","Eromanga","1","Late Cenomanian","Early Turonian","100.5","89.8","77067"
"220584","col","","","","1.690000","44.352001","Quercy, Late Oligocene general","","","1","Chattian","","27.3","23.04","77082"
"220586","col","","","Pebbly Arkose","28.691000","-16.729000","Spurwing Island, Lake Kariba","","","1","Carnian","","237","227.3","77101"
"220587","col","","","Pebbly Arkose","28.476999","-16.774000","Elephant Point, Lake Kariba","","","1","Carnian","","237","227.3","77101"
"220589","col","","","Pebbly Arkose","28.576944","-16.759167","Gordon's Bay area","","","1","Carnian","","237","227.3","77101"
"220709","col","","","Forest Sandstone","28.232222","-16.817223","Namembere Island","","Lake Kariba","2","Hettangian","Sinemurian","201.4","192.9","77101"
"220710","col","","","Pebbly Arkose","28.352501","-16.836666","Nyanzirau","","Lake Kariba","1","Carnian","","237","227.3","77101"
"220711","col","","","Forest Sandstone","28.275000","-16.808332","Lake Kariba Island 126/127 (facies B)","","Dinosaur Island","1","Sinemurian","Pliensbachian","199.5","184.2","77101"
"220712","col","","","Pebbly Arkose","28.692499","-16.731112","The Dock, Spurwing Island","","Lake Kariba","3","Carnian","","237","227.3","77101"
"220713","col","","","Pebbly Arkose","28.696112","-16.726667","Spurwing East Palaeosol, Spurwing Island","","Lake Kariba","1","Carnian","Norian","237","205.7","77101"
"220762","col","","","Penglaizhen","106.338699","30.688200","Shengou tracksite, Huanglong","","Huanlong","1","Late Jurassic","","161.5","143.1","61248"
"220778","col","","","Cerro del Pueblo","-101.730103","25.489799","near Ejido Presa San Antonio","","","1","Late Campanian","","83.6","72.2","77161"
"220826","col","","","","-0.166000","48.950001","Épaney","","Falaise","1","Middle Bathonian","","168.2","165.3","77179"
"220883","col","","","Ashdown","0.668100","50.875301","Fairlight Cove","","","1","Late Berriasian","Early Valanginian","139.1","132.6","77222"
"220943","col","","","Nemegt","100.566101","43.608898","Dragon's Tomb, Altan Ula II [SMPE/KID]","","Soviet-Mongolian Paleontological Expedition","2","Maastrichtian","","72.2","66","67904"
"220979","col","","","Dakota","-94.313004","41.592999","Guthrie County dinosaur [PROXY]","","","1","Late Albian","","106.3","100.5","77268"
"220980","col","","","Dakota","-95.081001","43.366001","Dickinson county gravel pit [PROXY]","","","1","Late Albian","","106.3","100.5","77268"
"220981","col","","","Dakota","-96.578003","42.818001","Akron gravel pit","","","1","Cenomanian","","100.5","93.9","77268"
"221004","col","","","Hell Creek","-107.021500","47.526402","SMVP quarry 11, Trumbo Ranch","","locality 11","1","Late Maastrichtian","","72.2","66","77273"
"221005","col","","","Hell Creek","-106.955200","47.608601","SMVP quarry 14, Trumbo Ranch","","locality 14","1","Late Maastrichtian","","72.2","66","77273"
"221006","col","","","Hell Creek","-107.021500","47.526402","SMVP quarry 19, Trumbo Ranch","","locality 19. Flagg Butte","1","Late Maastrichtian","","72.2","66","77273"
"221007","col","","","Hell Creek","-107.053101","47.544102","Stovall Quarry, Trumbo Ranch","","","1","Late Maastrichtian","","72.2","66","77273"
"221049","col","","","Horcón","-71.459999","-32.700001","Horcón (layer 12)","","Horcón-Maitencillo","4","Gelasian","Calabrian","2.58","0.774","94105"
"221052","col","","","Navesink","-74.211121","40.383923","Holmdel Park Site","","Site HP","2","Late Campanian","","83.6","72.2","77306"
"221058","col","","","Cañadón Calcáreo","-69.147781","-43.303055","Punta Biotita North","","","1","Oxfordian","Kimmeridgian","161.5","149.2","77312"
"221059","col","","","Cañadón Calcáreo","-69.131943","-43.297222","Diego's theropod, Puesto Almada","","","1","Oxfordian","Kimmeridgian","161.5","149.2","77312"
"221143","col","","","Portezuelo","-68.732780","-38.858055","Los Bastos (LB-01 quarry)","","35 km NW of Senillosa","1","Late Turonian","Early Coniacian","93.9","85.7","77365"
"221144","col","","","Portezuelo","-68.732780","-38.858055","Los Bastos (140 m north of the LB-01 quarry)","","35 km NW of Senillosa","1","Late Turonian","Early Coniacian","93.9","85.7","77365"
"221147","col","","","Mirambel","-0.278700","40.585800","Mas de Curolles-II","","MQ-II","1","Early Barremian","Late Barremian","125.77","121.4","77369"
"221148","col","","","Isli","-5.516440","32.175690","7.10TAG tracksite","","Tagigahcth, Imilchil","3","Bathonian","Callovian","168.2","161.5","77371"
"221153","col","","","Nemegt","101.039200","43.481899","Avimimus bonebed, Nemegt","","","1","Early Maastrichtian","","72.2","66","77377"
"221154","col","","","Iren Dabasu","112.150101","43.737999","Avimimid bonebed, Iren Dabasu","","","1","Middle Campanian","Late Campanian","83.6","72.2","77378"
"221185","col","","","Zhangjiakou","114.971001","40.471001","Longmenpu, Xuanhua","","Longmenpo","1","Berriasian","","143.1","137.05","77408"
"221363","col","","","Anacleto","-68.080559","-38.845001","Indupa chemical factory","","Imextrade S.A, Cinco Saltos","1","Early Campanian","Middle Campanian","83.6","72.2","77482"
"221412","col","","","","-0.224444","39.078609","Cova del Bolomor level Ib-c","","","1","Late Pleistocene","","0.129","0.0117","77543"
"221415","col","","","","-0.224444","39.078609","Cova del Bolomor level IV","","","10","Late Pleistocene","","0.129","0.0117","77543"
"221416","col","","","","-0.224444","39.078609","Cova del Bolomor level V","","","1","Late Pleistocene","","0.129","0.0117","77543"
"221420","col","","","","-0.224444","39.078609","Cova del Bolomor level XI","","","1","Middle Pleistocene","","0.774","0.129","77543"
"221421","col","","","","-0.224444","39.078609","Cova del Bolomor level XII","","","4","Middle Pleistocene","","0.774","0.129","77543"
"221422","col","","","","-0.224444","39.078609","Cova del Bolomor level XIII","","","1","Middle Pleistocene","","0.774","0.129","77543"
"221424","col","","","","-0.224444","39.078609","Cova del Bolomor level XV","","","1","Middle Pleistocene","","0.774","0.129","77543"
"221425","col","","","","-0.224444","39.078609","Cova del Bolomor level XVIIa","","","4","Middle Pleistocene","","0.774","0.129","77543"
"221426","col","","","","-0.224444","39.078609","Cova del Bolomor level XVIIc","","","3","Middle Pleistocene","","0.774","0.129","77543"
"221511","col","","","Sergi","-38.389999","-8.978000","São Francisco river, upstream from Petrolândia","","","1","Jurassic","","201.4","143.1","77589"
"221549","col","","","Lourinhã","-9.316111","39.345833","Atouguia de Baleia","","Ateugina da Baleia","3","Tithonian","","149.2","143.1","12666"
"221550","col","","","Lourinhã","-9.410000","39.040001","Porto da Calada (Lourinhã Fm.)","","","1","Tithonian","","149.2","143.1","77625"
"221551","col","","","Porto da Calada","-9.410000","39.040001","Porto da Calada (Porto da Calada Fm.)","","","1","Berriasian","","143.1","137.05","77625"
"221560","col","","","Shengjinkou","92.500000","42.750000","Hami (Silutitan type locality)","","","1","Valanginian","","137.05","132.6","77626"
"221561","col","","","Shengjinkou","92.498886","42.749168","Hami (Hamititan type locality)","","","2","Valanginian","","137.05","132.6","77626"
"221562","col","","","Shengjinkou","92.513885","42.747780","Hami (sauropod sacrum)","","","1","Valanginian","","137.05","132.6","77626"
"221564","col","","","","-3.313056","42.299442","Sima del Elefante TE12","","","9","Calabrian","","1.8","0.774","77641"
"221565","col","","","","-3.313056","42.299442","Sima del Elefante TE10","","","10","Calabrian","","1.8","0.774","77641"
"221566","col","","","","-3.313056","42.299442","Sima del Elefante TE9b","","","10","Calabrian","","1.8","0.774","77641"
"221567","col","","","","-3.313056","42.299442","Sima del Elefante TE9d","","","12","Calabrian","","1.8","0.774","77641"
"221568","col","","","","-3.313056","42.299442","Sima del Elefante TE9e","","","2","Calabrian","","1.8","0.774","77641"
"221569","col","","","","-3.313056","42.299442","Sima del Elefante TE9","","","8","Calabrian","","1.8","0.774","77641"
"221570","col","","","","-3.313056","42.299442","Sima del Elefante TE7","","","19","Calabrian","","1.8","0.774","77641"
"221671","col","","","Sundance","-107.792000","44.479000","Yellow Brick Road Dinosaur Tracksite","","YBR, UW V-2001-001","1","Bathonian","","168.2","165.3","77725"
"221673","col","","","Morrison","-111.725281","44.844444","foot of Freezeout Mountains [PROXY]","","Freezeout Hills","1","Kimmeridgian","Tithonian","154.8","143.1","77735"
"221674","col","","","Kayenta","-111.066704","35.733299","UCMP V85010, Lower Blue","","Silty Facies","1","Sinemurian","Pliensbachian","199.5","184.2","77736"
"221681","col","","","Longjing","129.491104","42.869446","Longshan, Yanji","","Burhatong River","2","Late Albian","Cenomanian","106.3","93.9","77745"
"221751","col","","","Uberaba","-47.945000","-19.733610","Jardim São Bento, Uberaba","","","1","Campanian","","83.6","72.2","77781"
"221753","col","","","","-70.882027","-30.368870","Carta geologica 97, Locality 12","","GP-1790F-C","1","Cretaceous","","143.1","66","77773"
"221754","col","","","","-70.882027","-30.368870","Carta geologica 97, Locality 13","","","1","Cretaceous","","143.1","66","77773"
"221768","col","","","Sînpetru","22.915501","45.546200","La Cărare, Sânpetru","","La Carare, Sanpetru","5","Early Maastrichtian","","72.2","66","46349"
"221769","col","","","Sînpetru","23.092192","45.493622","Pui Islaz (macrovertebrates)","","Bărbat River; Barbat River","2","Late Maastrichtian","","72.2","66","77788"
"221774","col","","","Sînpetru","22.914400","45.538399","Coasta Luncutei","","Sânpetru","2","Maastrichtian","","72.2","66","77788"
"221780","col","","","Sînpetru","22.914301","45.541698","Mereuta","","","1","Early Maastrichtian","","72.2","66","77788"
"221781","col","","","Sînpetru","22.915800","45.551601","Cinepis","","","1","Maastrichtian","","72.2","66","77788"
"221782","col","","","Sînpetru","22.908701","45.541599","Ograda Pustie","","","2","Maastrichtian","","72.2","66","78206"
"221783","col","","","Sînpetru","22.911400","45.527699","La Lunca","","","1","Maastrichtian","","72.2","66","78206"
"221784","col","","","Sînpetru","22.910000","45.532299","Sub Târnov","","Sub Tarnov","2","Late Maastrichtian","","72.2","66","78206"
"221864","col","","","Lewisville","-97.057213","32.980507","Grapevine Lake Dam Spillway tracksite","","","2","Middle Cenomanian","","100.5","93.9","77809"
"221935","col","","","Zhidan","109.743698","39.660301","Sishililiang, Ordos City","","","2","Early Cretaceous","","143.1","100.5","77893"
"221937","col","","","Oldman","-110.691399","49.226299","McFeeters Bonebed (MBB)","","RTMP BB 302","9","Late Campanian","","83.6","72.2","77894"
"221942","col","","","","13.252700","41.309101","Terracina Quarry","","Riomartino","1","Late Aptian","Early Albian","119.57","110.1","77897"
"221943","col","","","Hell Creek","-103.759003","45.603001","""Willow"" site, Harding County (PROXY)","","NCSM Thescelosaurus","1","Late Maastrichtian","","72.2","66","77899"
"221973","col","","","Morrison","-111.357002","38.661999","Last Chance Road / Willow Springs","","","1","Kimmeridgian","Tithonian","154.8","143.1","77950"
"222071","col","","","Kirtland","-106.865997","35.688999","NMMNH L-6501","","UALP 7791","1","Late Campanian","","83.6","72.2","66250"
"222074","col","","","Kirtland","-108.320602","36.508499","NMMNH L-5222","","","1","Late Campanian","","83.6","72.2","66250"
"222078","col","","","Kirtland","-108.320602","36.508499","NMMNH L-4534","","","4","Late Campanian","","83.6","72.2","66250"
"222081","col","","","Kirtland","-108.320602","36.508499","NMMNH L-4533","","","1","Late Campanian","","83.6","72.2","66250"
"222084","col","","","Kirtland","-108.320602","36.508499","NMMNH L-2014","","","2","Late Campanian","","83.6","72.2","66250"
"222086","col","","","Kirtland","-108.320602","36.508499","NMMNH L-4013","","","1","Late Campanian","","83.6","72.2","66250"
"222087","col","","","Kirtland","-108.320602","36.508499","NMMNH L-314","","BML-08, UNM","1","Late Campanian","","83.6","72.2","66250"
"222088","col","","","Kirtland","-108.320602","36.508499","NMMNH L-1463","","CWO 84-009","1","Late Campanian","","83.6","72.2","66250"
"222089","col","","","Kirtland","-108.320602","36.508499","NMMNH L-1585","","SGL 77-048, BUNM 77-0497","1","Late Campanian","","83.6","72.2","66250"
"222091","col","","","Kirtland","-108.320602","36.508499","NMMNH L-1759","","BK 77-094, BUNM 77-0640","1","Late Campanian","","83.6","72.2","82649"
"222121","col","","","Portland","-72.519302","42.264599","Granby Dinosaur Museum tracksite","","","4","Hettangian","Sinemurian","201.4","192.9","78033"
"222125","col","","","Bonnet Plume","-135.077499","65.897781","Section 8, Peel River drainage (YG)","","","2","Early Maastrichtian","","72.2","66","40378"
"222140","col","","","","-2.271440","42.145611","La Virgen del Campo tracksite (upper layer)","","4LVC","1","Late Barremian","Aptian","125.77","113.2","82174"
"222141","col","","","","-2.271480","42.269089","San Vicente de Robres tracksite","","San Vicente de Robles, SVR","3","Late Barremian","Aptian","125.77","113.2","78078"
"222318","col","","","?","-72.129997","-49.078999","Kachaike arroyo (635 m)","","Kach Aike","1","Senonian","","100.5","66","78142"
"222324","col","","","?","-72.031998","-49.111000","Plateau north of Cerro Kachaike (h)","","Kacháike","1","Senonian","","100.5","66","78142"
"222346","col","","","Glen Massey","174.822906","-38.134079","Te Waitere, near","","R15/f0380","1","Whaingaroan","","34.6","27.3","78146"
"222353","col","","","Weald Clay","-0.315833","51.103889","Langhurstwood Quarry (SE face), Warnham","","Warnham Brickworks","2","Hauterivian","","132.6","125.77","78161"
"222354","col","","","Wapiti","-119.108101","55.063900","Pipestone Creek tracks","","","1","Late Campanian","","83.6","72.2","78153"
"222371","col","","","Wessex","-1.466111","50.653610","Bed CL2, Compton Bay","","","1","Barremian","","125.77","121.4","78160"
"222372","col","","","Vectis","-1.397778","50.621387","near Atherfield Point, Brighstone Bay","","","1","Late Barremian","Early Aptian","125.77","119.57","78160"
"222373","col","","","Tunbridge Wells Sand","-0.067222","51.074165","Philpots Quarry [Ardingly Sandstone]","","","1","Late Valanginian","","137.05","132.6","78161"
"222374","col","","","Tunbridge Wells Sand","-0.067222","51.074165","Philpots Quarry [Pebble Bed]","","","1","Late Valanginian","","137.05","132.6","78161"
"222381","col","","","Wessex","-1.464641","50.652466","Hanover Point","","","2","Late Hauterivian","Early Barremian","132.6","121.4","78163"
"222383","col","","","","-1.352000","50.618999","Atherfield","","","1","Late Hauterivian","Early Aptian","132.6","119.57","78163"
"222390","col","","","Wessex","-1.418000","50.633999","foreshore tracksite, Chilton Chine","","","3","Late Berriasian","Aptian","139.1","113.2","78163"
"222391","col","","","Zdanice-Hustopece","16.858889","49.126667","Vážany nad Litavou","","","1","Burdigalian","","20.45","15.98","78167"
"222481","col","","","Kirtland","-108.549721","36.292500","NMMNH Loc. L-3503","","","1","Late Campanian","","83.6","72.2","78189"
"222483","col","","","Kirtland","-108.549721","36.292500","NMMNH Loc. L-3522","","","1","Late Campanian","","83.6","72.2","78189"
"222487","col","","","Portland","-72.598999","42.215000","South Hadley canal","","","1","Hettangian","Sinemurian","201.4","192.9","78199"
"222496","col","","","Curtis","-109.716454","38.777451","Klondike Bluffs tracksite, BAS-1","","","1","Oxfordian","","161.5","154.8","50085"
"222518","col","","","Tunbridge Wells Sand","-0.298500","51.086498","Hakesbourne Pit, Rusper","","Hawksbourne","5","Late Valanginian","","137.05","132.6","14071"
"222519","col","","","Tunbridge Wells Sand","-0.368333","51.035557","Waterman's Field","","Southwater","1","Late Valanginian","","137.05","132.6","31500"
"222520","col","","","Gault Clay","0.334200","51.315800","Rugby Cement Company pit, Wrotham (bed 8)","","","1","Early Albian","","113.2","110.1","47"
"222546","col","","","Loncoche","-69.733887","-35.448612","Agua del Choique tracksite (Loncoche, upper) (Lo-2)","","Parque Municipal Cretácico Huellas de Dinosaurios","1","Late Campanian","Early Maastrichtian","83.6","66","78233"
"222547","col","","","Mirambel","-0.406111","40.756390","Ladruñán 10 (LAD10)","","Castellote, Ladrunan","2","Early Barremian","","125.77","121.4","78232"
"222548","col","","","Mirambel","-0.406111","40.756390","Ladruñán 8 (LAD8)","","Castellote, Ladrunan","2","Early Barremian","","125.77","121.4","78232"
"222549","col","","","Mirambel","-0.406111","40.756390","Ladruñán 6 (LAD6)","","Castellote, Ladrunan","1","Early Barremian","","125.77","121.4","78235"
"222550","col","","","Mirambel","-0.430400","40.623501","La Tolellera (TOL)","","","1","Early Barremian","Late Barremian","125.77","121.4","78235"
"222552","col","","","Mirambel","-0.411600","40.740501","Barrancada del Convento (BACO)","","","1","Early Barremian","Late Barremian","125.77","121.4","78235"
"222575","col","","","Allen","-67.389442","-39.507500","Niebla type locality, Arriagada Farm","","Salitral Ojo de Agua, Matadero Hill","2","Maastrichtian","","72.2","66","74109"
"222584","col","","","6","103.276390","36.067223","Dianchang tracksite","","Yanguoxia","2","Barremian","Aptian","125.77","113.2","79908"
"222594","col","","","Villar del Arzobispo","-1.531700","40.327301","Moscardón tracksite, 1MSC","","","3","Kimmeridgian","Tithonian","154.8","143.1","78293"
"222595","col","","","Djadokhta","100.901947","43.664444","Death Row, Ukhaa Tolgod","37184","Camel's Humps Amphitheater","2","Middle Campanian","","83.6","72.2","78294"
"222638","col","","","Fengjiahe","101.908890","25.947222","Banqing Houshanliangzi, Jiangyi (Fengjiahe Fm.)","","Yuanmou","1","Pliensbachian","","192.9","184.2","25165"
"222639","col","","","","-2.451934","41.948647","Dehesa de Gallinero II tracksite","","Almarza","1","Tithonian","Berriasian","149.2","137.05","78325"
"222640","col","","","Fruitland","-108.320602","36.508499","NMMNH L-3890 [PROXY]","","","1","Late Campanian","","83.6","72.2","78328"
"222641","col","","","Fruitland","-108.074501","36.220402","NMMNH L-5368, Quarry 2","","","1","Late Campanian","","83.6","72.2","78329"
"222644","col","","","Fruitland","-108.074501","36.220402","NMMNH L-5371, Quarry 5","","","1","Late Campanian","","83.6","72.2","78329"
"222645","col","","","Bluewater Creek","-108.467300","35.413696","NMMNH L-2730","","","1","Norian","","227.3","205.7","78332"
"222676","col","","","Coleraine","-93.293503","47.320202","Hill Annex Mine State Park","","","1","Late Cenomanian","Turonian","100.5","89.8","78343"
"222692","col","","","","79.183334","22.016666","0.5 km west of Mohgaon-Kalan","","Mohgaonkalan","1","Maastrichtian","","72.2","66","78376"
"222693","col","","","","77.664803","17.368401","Timsanpalli","","","1","Maastrichtian","","72.2","66","78377"
"222696","col","","","","2.004463","41.665485","La Artesilla","","","1","Burdigalian","","20.45","15.98","78374"
"222697","col","","","","77.903000","17.333000","Vikarabad","","","1","Maastrichtian","","72.2","66","78377"
"222699","col","","","","-2.632222","40.351391","Valdecebro 5","","VDC5","1","Turolian","","8.725","5.09","78374"
"222719","col","","","Cedar Mountain","-111.110519","38.939995","Moore Cutoff Tracksite (south side)","","803 Road","4","Berriasian","Valanginian","143.1","132.6","78389"
"222795","col","","","Makah","-124.473381","48.326649","Jansen Creek avian skull","","","1","Priabonian","Rupelian","37.71","27.3","78402"
"222796","col","","","Makah","-124.578888","48.369446","East of Neah Bay","","","1","Priabonian","Rupelian","37.71","27.3","78402"
"222798","col","","","Lameta","74.768204","22.344200","Bagh-Jobat motor road","","","1","Maastrichtian","","72.2","66","78405"
"222809","col","","","Aguja","-103.637131","29.225201","TMM 45908 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222810","col","","","Aguja","-103.637131","29.225201","TMM 45905 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222811","col","","","Aguja","-103.199997","29.133333","TMM 40573 [PROXY]","","","1","Middle Campanian","Late Campanian","83.6","72.2","48379"
"222812","col","","","Aguja","-103.637131","29.225201","TMM 45906 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222813","col","","","Aguja","-103.637131","29.225201","TMM 45910 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222814","col","","","Aguja","-103.637131","29.225201","TMM 45907 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222815","col","","","Aguja","-103.550743","29.251589","TMM 42533 [PROXY]","","","1","Judithian","","83.6","72.2","85562"
"222816","col","","","Aguja","-103.550743","29.251589","TMM 42545 [PROXY]","","","1","Judithian","","83.6","72.2","48379"
"222851","col","","","Holly Creek","-93.879997","34.090000","Weyerhaeuser Briar Plant Quarry [Holly Creek]","","ca. 18 km NNW Nashville, Briar Mining Site, CertainTeed Mining","5","Albian","","113.2","100.5","14027"
"222892","col","","","Villar del Arzobispo","-1.150000","40.116699","RD-1","","Riodeva","1","Kimmeridgian","Tithonian","154.8","143.1","78423"
"222893","col","","","Villar del Arzobispo","-1.150000","40.116699","RD-6","","Riodeva","1","Kimmeridgian","Tithonian","154.8","143.1","78423"
"222894","col","","","El Castellar","-0.816667","40.366669","El Castellar (CT-21)","","","2","Late Hauterivian","Early Barremian","132.6","121.4","78423"
"222895","col","","","Villar del Arzobispo","-0.816667","40.366669","El Castellar (CT-10)","","","2","Kimmeridgian","Tithonian","154.8","143.1","78423"
"222896","col","","","Camarillas","-0.748000","40.431999","GUD-14, Gúdar","","Gudar","1","Early Aptian","","121.4","119.57","78423"
"222897","col","","","Camarillas","-0.748000","40.431999","GUD-1, Gúdar","","Gudar","1","Early Aptian","","121.4","119.57","78423"
"222899","col","","","Rock Point","-110.452301","37.307701","Mike's Mesa tracksite (Chinle)","","GCNRA","1","Norian","Rhaetian","227.3","201.4","78432"
"222900","col","","","Kayenta","-110.452301","37.307701","Mike's Mesa tracksite (Kayenta)","","GCNRA","1","Hettangian","Pliensbachian","201.4","184.2","78429"
