collection_no,formation,lng,lat,collection_name,n_occs,early_interval,late_interval,max_ma,min_ma
86017,Loncoche,-69.883331,-36.783329,"Calmu-Co, NF5 (facies C)",1,Late Campanian,Early Maastrichtian,83.6,66.0
86018,Loncoche,-69.883331,-36.783329,"Calmu-Co, NF6 (facies D)",2,Late Campanian,Early Maastrichtian,83.6,66.0
86178,Navajo Sandstone,-112.006111,36.995834,"Top Rock tracksite, Coyote Buttes",4,Pliensbachian,Toarcian,192.9,174.7
86295,Couche II,-6.566667,32.866669,"Grand Daoui, Lithoptila type specimen",1,Thanetian,,59.24,56.0
86345,La Amarga,-70.192703,-39.481079,La Amarga (site 4),2,Barremian,Early Aptian,125.77,119.57
86424,Shedian,101.668053,24.381945,Hemenkou tracksite,7,Middle Jurassic,Late Jurassic,174.7,143.1
86426,Chichengshan,121.003899,29.1609,"Shuantang 1, Tiantai (Chichengshan Fm.)",5,Late Cenomanian,Turonian,100.5,89.8
86428,Liangtoutang,121.104492,29.192463,"Shuantang, Tiantai (Liangtoutang Fm.)",1,Albian,,113.2,100.5
86439,Anacleto,-68.943336,-37.452221,Cañadón de Aguada Grande,1,Early Campanian,Middle Campanian,83.6,72.2
86485,Los Bastos,-69.563431,-36.997494,"Quebrada Norte quarry, Paso de las Bardas (FL1)",1,Early Coniacian,Middle Coniacian,89.8,85.7
86488,Portezuelo,-69.563431,-36.997494,"Quebrada Norte quarry, Paso de las Bardas (FL4)",1,Late Turonian,Early Coniacian,93.9,85.7
86489,Los Bastos,-69.563492,-37.019196,"Cerro La Torre site, Paso de las Bardas",1,Early Coniacian,Middle Coniacian,89.8,85.7
86515,Dinosaur Park,-110.449997,49.066666,Onefour [Dinosaur Park],1,Late Campanian,,83.6,72.2
86528,Calcare di Bari,16.462996,41.247108,"Lama Paterno quarry, Bisceglie (bed 2)",2,Early Aptian,,121.4,119.57
86529,Kakanaut,177.125,62.901669,Kakanaut River,12,Late Maastrichtian,,72.2,66.0
86842,Castlegate,-110.863731,39.726898,Panther Mine tracksite,1,Campanian,,83.6,72.2
86892,Laramie,-105.183609,39.844723,Leyden Gulch tracksite,1,Late Maastrichtian,,72.2,66.0
87017,Tepetate,-111.027779,24.341667,West of Arroyo San Hilario,1,Lutetian,,48.07,41.03
87089,Lourinhã,-9.2675,39.239601,Miragaia,1,Late Kimmeridgian,,152.21,149.2
87090,Ischigualasto,-67.877502,-30.137222,"Valle Pintado, Ischigualasto",1,Carnian,,237.0,227.3
87103,Grey Garumnian,1.80161,42.192299,Mina Esquirol-2,1,Early Maastrichtian,,72.2,66.0
87104,Grey Garumnian,1.79104,42.187801,Mina Esquirol-3,1,Early Maastrichtian,,72.2,66.0
87125,Wapiti,-119.551704,55.068638,"Pachyrhinosaurus bonebed, W of Pipestone",1,Late Campanian,,83.6,72.2
87148,Yamaga,130.699997,33.849998,Yoshida Sandstone Quarry,1,Late Oligocene,,27.3,23.04
87149,Asagai Sandstone,140.883331,37.049999,Yasaka Shrine,1,Late Oligocene,,27.3,23.04
87150,,129.608337,33.044445,Otao Village,1,Late Oligocene,,27.3,23.04
87164,,-5.166427,30.067175,Gara Tabroumit,3,Early Cenomanian,,100.5,93.9
87198,Epecuén,-63.549999,-37.216667,Salinas Grandes de Hidalgo,8,Huayquerian,,8.0,5.0
87200,Epecuén,-62.733334,-37.183334,Carhué,2,Huayquerian,,8.0,5.0
87201,Andalhualá,-66.033333,-26.683332,Valle de Santa María,1,Huayquerian,,8.0,5.0
87221,Kitadani,136.550003,36.116669,"Kitadani Dinosaur Quarry (upper, BB II)",1,Aptian,,121.4,113.2
87222,Kitadani,136.550003,36.116669,Kitadani tracksite,6,Aptian,,121.4,113.2
87238,,137.383301,36.566669,"Kamegai, Oyama Town tracksite",2,Berriasian,Valanginian,143.1,132.6
87314,Santa Cruz,-69.466667,-51.566666,Killik Aike Norte,1,Santacrucian,,17.5,16.3
87417,Yixian,119.7957,40.807522,Jianchang,1,Late Barremian,Early Aptian,125.77,119.57
87521,Osoushinai,142.011749,44.715454,Confluence of Rubeshibe River and 36 Ten-zawa Creek,1,Early Campanian,,83.6,72.2
87522,Sebayashi,138.825684,36.076031,"Ichinose Bridge, Nakazato",1,Late Barremian,Aptian,125.77,113.2
87585,Dariv,94.110893,46.363548,"Dariv, Gurvan Eren (535 m)",1,Late Jurassic,,161.5,143.1
87586,Dariv,94.110893,46.363548,"Dariv, Gurvan Eren (600 m)",1,Late Jurassic,,161.5,143.1
87789,Hillgrove,170.96666,-45.125557,"Old Rifle Butts, Hillgrove Fm.",18,Late Pleistocene,,0.129,0.0117
87790,,170.935837,-45.142223,"Awamoa Creek, Holocene",4,Holocene,,0.0117,0.0
87791,,170.997223,-45.052223,Russell Road,2,Holocene,,0.0117,0.0
87792,,170.960281,-45.128056,Oamaru Gull Site,1,Holocene,,0.0117,0.0
87803,,170.968063,-45.12611, South of Ruby Gully,1,Holocene,,0.0117,0.0
87804,,170.96167,-45.125557,"Shirley Stream, east",4,Late Pleistocene,Holocene,0.129,0.0
87806,,170.850555,-45.107224,Boatmans Harbour,3,Late Pleistocene,,0.129,0.0117
87810,Hillgrove,170.966949,-45.125557,Ruby Gully,28,Late Pleistocene,,0.129,0.0117
87814,Hillgrove,170.968063,-45.125557,Cliffs east of Ruby Gully,55,Late Pleistocene,,0.129,0.0117
87902,Hornerstown,-74.67701,39.972858,Pemberton Marl Company pit (Hornerstown),1,Late Maastrichtian,,72.2,66.0
87903,Hornerstown,-74.514938,40.133327,Cream Ridge Marl Company pit (Hornerstown Fm.),3,Late Maastrichtian,,72.2,66.0
87904,Hornerstown,-74.566284,40.102577,Arneytown,1,Late Maastrichtian,,72.2,66.0
87905,Hornerstown,-74.559669,40.134052,"Waln marl pit, Hornerstown",1,Late Maastrichtian,,72.2,66.0
87925,Conglomérat de Cernay,4.1,49.266666,Cernay,4,Thanetian,,59.24,56.0
88024,Whaingaroa,174.822495,-38.138058,Te Waitere,1,Whaingaroan,,34.6,27.3
88034,Hornerstown,-74.550003,40.116669,"Hornerstown area (Hornerstown Fm., YPM collection) (PROXY)",3,Late Maastrichtian,,72.2,66.0
88071,Oamaru Diatomite,170.893616,-45.080555,Cormacks,1,Runangan,,36.7,34.6
88090,Shark River,-74.150002,40.166668,Squankum,1,Middle Eocene,,48.07,37.71
88096,Hornerstown,-74.506744,40.103462,"NJ 537/539 junction, marl pits",1,Late Maastrichtian,Danian,72.2,61.66
88097,Dushihin,101.733887,45.395,Builjasutuin-Khuduk (SMPE),1,Aptian,,121.4,113.2
88123,Reuchenette,7.032262,47.408421,Courtedoux/Chevenez tracksites (level 1000),7,Late Kimmeridgian,,152.21,149.2
88176,Maevarano,46.577656,-15.890045,Vavaranonantsahalava (MSNM),1,Maastrichtian,,72.2,66.0
88178,Isalo IIIb,47.166672,-16.48333,Ambohimanatrika,2,Bathonian,,168.2,165.3
88181,Plottier,-68.409721,-39.303612,"El Anfiteatro, Parrita site [MPCA]",6,Late Coniacian,Early Santonian,89.8,83.6
88192,Lourinhã,-9.343696,39.216393,Vale de Portinheiro (bed C11),4,Late Kimmeridgian,,152.21,149.2
88206,Santa Maria,-53.447777,-29.64139,Predebon outcrop (5.1 m),2,Carnian,Norian,237.0,205.7
88276,,174.91861,-40.883888,White Rocks,1,Duntroonian,Waitakian,27.3,21.7
88343,,13.64,41.377499,Esperia tracksite,2,Aptian,,121.4,113.2
88344,Monte Zugna,11.094167,45.910831,Monte Finonchio tracksite (FIN),1,Late Hettangian,Early Sinemurian,201.4,192.9
88443,,-56.620277,-64.252502,D515,3,Late Oligocene,Early Miocene,27.3,15.98
88444,,-56.673332,-64.241386,D499,2,Late Oligocene,Early Miocene,27.3,15.98
88445,,-56.623333,-64.250832,D514,1,Late Oligocene,Early Miocene,27.3,15.98
88446,,-56.617222,-64.253334,D521,1,Late Oligocene,Early Miocene,27.3,15.98
88447,,-56.631668,-64.25972,D520,1,Late Oligocene,Early Miocene,27.3,15.98
88532,,-70.833336,41.349998,Gay Head marine Pleistocene,1,Pleistocene,,2.58,0.0117
88549,Baruungoyot,99.449997,43.150002,"Khermin Tsav, Red Beds [RMPE]",1,Middle Campanian,Late Campanian,83.6,72.2
88554,Nemegt,101.275002,43.491669,"Therizinosaurus type, Nemegt (PROXY)",1,Maastrichtian,,72.2,66.0
88583,Grès à Reptiles,2.91692,43.380901,"Combebelle, Villespassans",4,Late Campanian,Early Maastrichtian,83.6,66.0
88585,Grès à Reptiles,2.898134,43.352753,Plô Saint-Pons,2,Late Campanian,Early Maastrichtian,83.6,66.0
88586,Rotzo,10.910278,45.975834,Coste dell'Anglone tracksite,2,Sinemurian,,199.5,192.9
88587,Monte Zugna,10.999722,45.826389,Chizzola tracksite,3,Hettangian,,201.4,199.5
88588,Monte Zugna,11.343333,45.978889,Pizzo di Levico tracksite,1,Hettangian,,201.4,199.5
88589,Monte Zugna,10.968333,45.728611,Sega di Ala trackstie,1,Hettangian,,201.4,199.5
88590,Monte Zugna,11.175833,45.7925,Cima Palon tracksite,1,Late Hettangian,Early Sinemurian,201.4,192.9
88591,Monte Zugna,11.185,45.813057,Malga Buse Bisorte tracksite,1,Late Hettangian,,201.4,199.5
88592,Rotzo,10.941389,45.983612,Marocche di Dro tracksite,2,Late Sinemurian,Early Pliensbachian,199.5,184.2
88610,Merchantville,-74.9925,39.952499,"USGS Loc. 26403, Graham Brick Co. pits (=Graham Brick Yards, Maple Shade)",1,Early Campanian,,83.6,72.2
88834,,-73.400002,-50.099998,Lago Argentino,1,Middle Miocene,,15.98,11.63
88835,,-58.016109,-35.565556,Laguna de Vitel,1,Miocene,,23.04,5.333
88836,,-59.250832,-34.63028,Olivera,1,Late Pleistocene,,0.129,0.0117
88837,,-57.59,-37.979721,Mar del Plata,1,Neogene,,23.04,2.58
88839,,-77.553055,35.907501,Tarborough,1,Pliocene,,5.333,2.58
88840,Xiagou,98.111702,40.478401,White Ghost Castle,2,Aptian,,121.4,113.2
88876,Kirkwood,25.450111,-33.441273,"Kirkwood Cliffs, Sundays River",7,Tithonian,Valanginian,149.2,132.6
88975,Prince Creek,-151.496674,70.089996,Magical Mystery Bar,2,Early Maastrichtian,,72.2,66.0
88983,Cañon del Colorado,-68.5,-30.5,Sierra de Mogna (138 m),1,Early Jurassic,,201.4,174.7
88985,Baynshire,109.354614,44.349514,Shine Us Khudag (25 m),1,Cenomanian,Santonian,100.5,83.6
88986,Baynshire,109.354614,44.349514,Shine Us Khudag (33 m),1,Cenomanian,Santonian,100.5,83.6
88987,Hell Creek,-104.831749,45.765656,BMRP 2001.1,1,Maastrichtian,,72.2,66.0
88988,Hell Creek,-104.773071,45.787891,BMRP 2007.1,1,Maastrichtian,,72.2,66.0
88990,Hell Creek,-104.891388,45.730145,Homer Site (BMRP),2,Late Maastrichtian,,72.2,66.0
89030,Cerro Bandera,-69.281944,-39.265278,Cerro Bandera Bayo Mesa,2,Colhuehuapian,,21.0,17.5
89050,Shaximiao,104.769997,29.219999,"Yongan, Yantan",1,Kimmeridgian,Tithonian,154.8,143.1
89053,Houcheng,117.869698,40.772499,"Nanshuangmiao tracksite, Xinzhangzi",1,Tithonian,Berriasian,149.2,137.05
89093,Chichinales,-67.75,-39.133331,Paso Córdoba,4,Colhuehuapian,,21.0,17.5
89117,Löwenstein,9.08333,48.533329,Lustnau tracksite,1,Norian,,227.3,205.7
89156,Shaximiao,104.771347,29.390814,"Tianwan village, Heping",1,Bathonian,Callovian,168.2,161.5
89256,Chinle,-106.495003,36.398609,"Biberon Canyon, Canjilon Creek",1,Norian,,227.3,205.7
89262,Camarillas,-0.862899,40.659817,"Cuesta Corrales 1, Galve",2,Early Barremian,,125.77,121.4
89263,Camarillas,-0.877559,40.661629,Pajar Julián Paricio 2,5,Early Barremian,,125.77,121.4
89264,,-3.272016,42.039707,Castrovido,1,Early Cretaceous,,143.1,100.5
89265,El Collado,-2.02547,40.547516,Masegosa,1,Late Barremian,,125.77,121.4
89266,Mirambel,-0.324384,40.58709,"Barranca de Abad, Mirambel",1,Early Barremian,Late Barremian,125.77,121.4
89267,El Collado,-1.973395,40.123573,Barranco de la Pata de la Mona (BUE),1,Late Barremian,,125.77,121.4
89268,,-3.287049,41.985195,"Tenadas del Bardal, Hacinas",1,Barremian,Aptian,125.77,113.2
89270,El Castellar,-0.839116,40.616253,Piélago 0,1,Late Hauterivian,,132.6,125.77
89271,Pinilla de los Moros,-3.173503,42.150997,La Tejera-Valdesancho,4,Late Hauterivian,Early Barremian,132.6,121.4
89272,,-3.286643,42.022221,Tenadas de Viajete,1,Hauterivian,,132.6,125.77
89273,,-3.327311,42.06802,Tenada de los Lanos,2,Berriasian,Valanginian,143.1,132.6
89274,,-3.242159,41.934547,Tenada de la Rosa (C-15),3,Late Hauterivian,Aptian,132.6,113.2
89275,Camarillas,-0.857218,40.637775,Poca,5,Early Barremian,,125.77,121.4
89276,El Collado,-1.136306,39.92561,Benicatazara,3,Late Barremian,,125.77,121.4
89277,Pinilla de los Moros,-3.637636,42.301987,El Juguete,1,Late Hauterivian,Early Barremian,132.6,121.4
89278,,-2.009023,42.065773,"La Cañada 1, Peña Carcena",1,Late Barremian,Early Aptian,125.77,119.57
89279,,-3.2682,42.023106,Peña Uñor I tracksite,2,Hauterivian,,132.6,125.77
89281,,-3.516533,42.166077,Torrelara,1,Berriasian,,143.1,137.05
89282,,-3.327311,42.06802,Pinilla de los Moros,1,Valanginian,,137.05,132.6
89283,Castrillo de la Reina,-3.242159,41.934547,"La Solana A, Cabezón de la Sierra (C-1)",5,Late Barremian,Early Aptian,125.77,119.57
89291,Arcillas de Morella,0.424167,40.493332,Cantera del Mas de la Parreta 5,2,Late Barremian,,125.77,121.4
89293,Arcillas de Morella,0.424167,40.493332,Cantera del Mas de la Parreta 9,3,Late Barremian,,125.77,121.4
89311,Waimanalo,-158.100006,21.299999,"Barbers Point, Oahu",11,Late Pleistocene,,0.129,0.0117
89448,Calvert,-76.788612,37.965557,US 360 at Pamunkey River,1,Burdigalian,,20.45,15.98
89454,Calvert,-77.182503,37.619999,Matadequin Creek,1,Burdigalian,,20.45,15.98
89455,Choptank,-76.482498,38.471668,"Governor Run, south, Zone 18",1,Serravallian,,13.82,11.63
89521,Pisco,-74.080002,-15.055833,Sud-Sacaco West (MTM horizon),1,Messinian,,7.246,5.333
89536,,4.047778,51.256943,Amerika Dok,1,Pleistocene,,2.58,0.0117
89549,Calvert,-77.37056,37.766388,"Gravatt's Mill, near Hanover Court House",1,Burdigalian,,20.45,15.98
89550,Calvert,-76.622498,38.422222,Cat Creek,1,Langhian,,15.98,13.82
89551,Eastover,-76.870834,38.170555,"Westmoreland State Park, Eastover Formation",1,Messinian,,7.246,5.333
89604,Wapiti,-118.510719,55.260429,"Kleskun Hill Park, site A",10,Late Campanian,,83.6,72.2
89605,Wapiti,-118.512512,55.254459,"Kleskun Hill Park, site B",9,Late Campanian,,83.6,72.2
89606,Wapiti,-118.510208,55.251717,"Kleskun Hill Park, site C",2,Late Campanian,,83.6,72.2
89853,Dinosaur Beds,34.025002,-10.283333,Mwakasyunguti,2,Aptian,,121.4,113.2
89860,Travenanzes,11.119181,46.226288,Mezzocorona tracksite,3,Tuvalian,,233.6,227.3
89862,Dolomia Principale,11.223207,45.778912,"""Strada delle Gallerie"" tracksite",3,Alaunian,,215.38,211.18
89870,El Castellar,-0.877559,40.661629,Pajar Julián Paricio 1,1,Late Hauterivian,,132.6,125.77
89951,Toolebuc,140.583328,-22.916668,"Hamilton River channel, Warra Station",1,Late Albian,,106.3,100.5
89979,Morrison,-102.98333,36.900002,tracksite 2.4 km west of Kenton,1,Kimmeridgian,Tithonian,154.8,143.1
89990,Argiles rutilantes,5.733333,43.5,"A8 motorway, Pourrières",5,Late Campanian,,83.6,72.2
90032,Aguja,-103.504128,29.301561,"TMM 43681, Dawson Creek",2,Middle Campanian,,83.6,72.2
90037,,-5.341389,36.124722,Gorham Cave,7,Late Pleistocene,,0.129,0.0117
90046,Jiufotang,120.183334,41.533333,"Xiaioyugou, Lianhe",2,Aptian,,121.4,113.2
90049,Huérteles,-2.23244,41.970551,Valloria I tracksite,1,Berriasian,,143.1,137.05
90078,,-3.983333,30.9,Localities west of Hamada du Guir,2,Early Cenomanian,,100.5,93.9
90080,,0.340375,46.580223,Poitiers environs,1,Oxfordian,,161.5,154.8
90081,Shishugou,88.900627,45.147804,"TBB2005, Wucaiwan",2,Oxfordian,,161.5,154.8
90111,,11.0,-70.75,Princess Astrid Coast,9,Holocene,,0.0117,0.0
90119,Reuchenette,7.3667,47.283298,Moutier I tracksite,1,Early Kimmeridgian,,154.8,152.21
90120,Reuchenette,7.3667,47.283298,Moutier III tracksite,1,Early Kimmeridgian,,154.8,152.21
90121,Reuchenette,7.3667,47.283298,Moutier IV tracksite,1,Early Kimmeridgian,,154.8,152.21
90130,,6.173603,46.160206,Mont Salève tracksite,1,Berriasian,,143.1,137.05
90131,Schrattenkalk,8.51706,46.964935,Risleten Quarry tracksite,1,Aptian,,121.4,113.2
90139,Anacleto,-69.330498,-37.134998,Cañadon Amarillo (PROXY),4,Early Campanian,Middle Campanian,83.6,72.2
90140,Winton,142.52861,-22.199722,"Matilda Site, Elderslie Station (AODL 0085)",2,Middle Cenomanian,Early Turonian,100.5,89.8
90354,,1.428611,47.418331,"Contres, Loir-et-Cher",1,Langhian,,15.98,13.82
90464,Nye,-124.053055,44.651669,"Newport, Nye Formation",1,Arikareean,Hemingfordian,29.5,16.3
90684,,64.716698,32.319199,Paynter's Hills Caves,2,Holocene,,0.0117,0.0
90724,Durlston,-1.95,50.599998,Durlston Bay DB 223,1,Late Berriasian,,139.1,137.05
90734,,22.232437,47.061207,Nagy-Bároth,1,Coniacian,Early Santonian,89.8,83.6
90788,Castillo,-69.233002,-44.932999,"Estancia Mallín Grande, Cerro Crettón",1,Cenomanian,,100.5,93.9
90875,Reuchenette,7.545278,47.222221,"St. Niklaus quarries, Solothurn",1,Late Kimmeridgian,,152.21,149.2
90876,,5.516667,47.200001,Moissey,1,Rhaetian,,205.7,201.4
90877,,5.97,47.285,"Miserey, bed 1",1,Rhaetian,,205.7,201.4
90900,Cochirleni,28.092323,44.28957,"Cochirleni Quarry, Dobrogea",1,Valanginian,,137.05,132.6
90915,Aganane,-6.860634,31.767178,"Aït Blal piste, Demnate tracksite",1,Pliensbachian,,192.9,184.2
90916,Aganane,-6.484959,31.864643,Assif-n-Stremt tracksite,1,Pliensbachian,,192.9,184.2
90917,Aganane,-6.676149,31.82045,Iba'ziz tracksite,1,Pliensbachian,,192.9,184.2
90918,Aganane,-6.53,31.84,Tigharguenine tracksite,1,Pliensbachian,,192.9,184.2
90919,Aganane,-6.4331,31.658001,Timit tracksite,1,Pliensbachian,,192.9,184.2
90920,Aganane,-6.4211,31.659599,Tabant tracksite,3,Pliensbachian,,192.9,184.2
90923,Aganane,-6.3837,31.6598,Ibaqalliwn 1 tracksite,2,Pliensbachian,,192.9,184.2
90924,Aganane,-6.304371,31.730373,Jbel Azourki tracksite,1,Pliensbachian,,192.9,184.2
90925,Aganane,-6.36,31.6,Tizi-n-Aït tracksite,2,Pliensbachian,,192.9,184.2
90926,Fox Hills,-102.391502,44.524799,Corral Road [sandstone] (DMNH loc. 19383),1,Late Maastrichtian,,72.2,66.0
90981,El Mers,-6.110615,32.24876,1 km east of Taguelft,1,Middle Bathonian,Late Bathonian,168.2,165.3
90982,El Mers,-6.18333,32.01667,Aït Tamjout,1,Middle Bathonian,Late Bathonian,168.2,165.3
90983,,-6.466453,32.1054,Bin el Ouidane,1,Bathonian,,168.2,165.3
90984,,-6.539594,31.954458,east of Azilal,1,Middle Jurassic,,174.7,161.5
91037,Grès de Labarre,1.86345,42.938679,"Maison Varin, Dreuilhe",2,Late Campanian,Early Maastrichtian,83.6,66.0
91043,,1.460611,43.057865,Taussoulet farm,1,Maastrichtian,,72.2,66.0
91053,Olmos,-101.39608,27.879486,"Ejido de la Cuchilla, Palaú",3,Late Campanian,Early Maastrichtian,83.6,66.0
91054,Olmos,-101.183334,25.049999,Estancia Buñuelos,1,Late Campanian,Early Maastrichtian,83.6,66.0
91056,Marnes Rouges Inférieures,2.26667,42.9333,Labadous farm (F6),5,Early Maastrichtian,,72.2,66.0
91074,,2.006495,43.174362,Vallée du Rieutort,1,Late Maastrichtian,,72.2,66.0
91083,Marnes Rouges Inférieures,2.25814,42.933319,Roquefumade (F5),1,Early Maastrichtian,,72.2,66.0
91092,Marnes Rouges Inférieures,2.257346,42.892292,"Granès, Serre de Lauzet",1,Early Maastrichtian,,72.2,66.0
91093,Grès des Estous,2.262047,42.932022,"Rennes-le-Château (F1A, F2A)",1,Early Maastrichtian,,72.2,66.0
91094,Grès des Estous,2.262047,42.932022,"Rennes-le-Château (F1B, F2B)",1,Early Maastrichtian,,72.2,66.0
91167,Xiagou,98.147491,40.458885,"Qiaowan, Yujingzi Basin",1,Aptian,,121.4,113.2
91171,Anacleto,-68.84111,-38.840832,Sierra Barrosa (Anacleto) [MCF],2,Early Campanian,Middle Campanian,83.6,72.2
91188,Calcaires et Argiles de Vignevielle,2.515092,43.013275,"La Bordette, Vignevielle",1,Late Maastrichtian,,72.2,66.0
91189,,2.502609,43.01762,Col de Las Brugos,1,Maastrichtian,,72.2,66.0
91190,Calcaires et Argiles de Vignevielle,2.519359,43.016129,"point coté 335, Vignevielle",1,Late Maastrichtian,,72.2,66.0
91191,,2.479314,42.95578,Albières (D.129),1,Early Maastrichtian,,72.2,66.0
91192,Marnes Rouges Inférieures,2.534191,42.962051,Monthoumet,1,Early Maastrichtian,,72.2,66.0
91199,Yixian,120.717308,41.765495,Libalang Valley - Er Valley,2,Late Barremian,Early Aptian,125.77,119.57
91200,Sunjiawan,120.713608,41.711109,"Xiafuxiang, Beipiao",1,Cenomanian,Turonian,100.5,89.8
91201,Sunjiawan,120.713608,41.711109,Beipiao ankylosaur site (PROXY),1,Cenomanian,Turonian,100.5,89.8
91202,Jingchuan,107.25528,38.921944,Otog Sumu (bed 8),1,Late Barremian,,125.77,121.4
91206,Maevarano,46.582222,-15.907778,MAD05-04 (SUNY),2,Maastrichtian,,72.2,66.0
91210,Xiaguan,112.021675,33.251297,Neixiang County,1,Early Turonian,Middle Campanian,93.9,72.2
91319,Shishugou,90.064598,44.837215,Jiangjunmiao (IVPP),1,Oxfordian,,161.5,154.8
91320,Tuchengzi,115.637497,40.25222,"Yanjiagou, Xuanhua",1,Late Kimmeridgian,Valanginian,152.21,132.6
91340,Chaochuan,119.864998,28.476667,"Liancheng, Lishui",1,Cenomanian,,100.5,93.9
91359,Lance,-104.917351,45.103661,Tylosteus type site (PROXY),2,Late Maastrichtian,,72.2,66.0
91363,,-5.85,34.316666,"Ouled Abdoun Basin Recette 4, Ypresian",2,Ypresian,,56.0,48.07
91375,Tiourarén,6.53333,16.83333,In Abaka,1,Late Jurassic,,161.5,143.1
91376,Corral de Enmedio,-109.877899,31.147301,"locality 5, Cabullona Basin",2,Late Campanian,,83.6,72.2
91377,Corral de Enmedio,-109.820602,31.128401,"locality 2, Cabullona Basin",2,Late Campanian,,83.6,72.2
91378,Corral de Enmedio,-109.811203,31.137899,"locality 4, Cabullona Basin",2,Late Campanian,,83.6,72.2
91379,Corral de Enmedio,-109.8741,31.1535,"locality 6, Cabullona Basin",2,Late Campanian,,83.6,72.2
91391,Villar del Arzobispo,-0.816667,40.366669,El Mirador tracksite,1,Kimmeridgian,Tithonian,154.8,143.1
91392,Villar del Arzobispo,-0.816667,40.366669,"La Balsa tracksite, CT-32",2,Kimmeridgian,Tithonian,154.8,143.1
91395,Villar del Arzobispo,-0.85,40.433334,La Masada tracksite,1,Kimmeridgian,Tithonian,154.8,143.1
91396,Villar del Arzobispo,-1.15,40.116699,"El Romeral, RD-3",3,Kimmeridgian,Tithonian,154.8,143.1
91397,Praia da Amoreira-Porto Novo,-9.2,39.169998,Vale de Pombas,4,Late Kimmeridgian,,152.21,149.2
91398,Portland,-72.610413,42.127979,Cabotville tracksite,6,Hettangian,Sinemurian,201.4,192.9
91404,,119.666664,41.333332,Raptorex type locality,1,Barremian,Maastrichtian,125.77,66.0
91464,Upper,103.218102,35.728329,"Daxia, Lanzhou Basin",1,Barremian,Aptian,125.77,113.2
91469,,-5.66667,43.416672,La Felguera,1,Kimmeridgian,Tithonian,154.8,143.1
91472,Loncoche,-69.733887,-35.448612,"Agua del Choique tracksite (Loncoche, upper) (Lo-3)",5,Late Campanian,Early Maastrichtian,83.6,66.0
91473,Hongtuya,119.409943,35.995598,"Kugou Quarry, Zhucheng",5,Campanian,,83.6,72.2
91487,Tiaojishan,119.650002,40.916668,Daxishan,2,Oxfordian,,161.5,154.8
91527,,-100.333336,36.983334,Nye Sink,1,Late Pleistocene,,0.129,0.0117
91553,Kayenta,-111.412224,35.875832,"UCMP V82374, Airhead West, pterosaur",1,Sinemurian,Pliensbachian,199.5,184.2
91573,Portland,-72.70372,41.521614,Powder Hill Dinosaur Park tracksite,3,Hettangian,Sinemurian,201.4,192.9
91574,Portland,-72.643692,41.574936,"Portland Quarries, tracksite",8,Hettangian,Sinemurian,201.4,192.9
91576,,-72.607658,41.985901,"Enfield Bridge quarry, Suffield",1,Hettangian,,201.4,199.5
91577,Portland,-72.496346,42.575813,opposite Millers River,1,Hettangian,Sinemurian,201.4,192.9
91578,Portland,-72.580963,42.57724,northeast Deerfield tracksite,3,Hettangian,Sinemurian,201.4,192.9
91579,Oi,136.370834,34.739723,Misato,1,Burdigalian,,20.45,15.98
91620,Lincoln Creek,-123.48333,47.25,"Middle Fork Satsop River, UWBM B6782",1,Rupelian,,33.9,27.3
91635,Exter,9.0667,48.549999,"Rhät bonebed, Bebenhausen",1,Rhaetian,,205.7,201.4
91662,Portland,-72.554237,42.610966,"Turners Falls, canal locks tracksite",3,Hettangian,Sinemurian,201.4,192.9
91666,Portland,-72.598763,42.214832,South Hadley Falls tracksite,1,Hettangian,Sinemurian,201.4,192.9
91669,Portland,-72.542458,42.610104,"Howland's Farm tracksite, Gill",10,Hettangian,Sinemurian,201.4,192.9
91694,,-74.739334,40.964542,Whitehall tracksite,7,Late Triassic,,237.0,201.4
91695,Boonton,-74.407097,40.902599,Boonton tracksite,2,Sinemurian,,199.5,192.9
91744,Marnes Rouges Inférieures,2.209052,42.925678,Campagne-sur-Aude (C II),2,Early Maastrichtian,,72.2,66.0
91745,Marnes Rouges Inférieures,2.219811,42.925823,Espéraza-La Roquette,1,Early Maastrichtian,,72.2,66.0
91781,Villalba de la Sierra,-2.021356,39.950359,"Lo Hueco, Fuentes (G1)",13,Late Campanian,Early Maastrichtian,83.6,66.0
91789,Sao Khua,101.966698,17.883301,Wat Sakawan temple,1,Late Barremian,,125.77,121.4
91882,Sao Khua,103.571533,16.740885,"Ban Na Sombun, K16",1,Late Barremian,,125.77,121.4
91904,Cloverly,-109.712097,46.298439,"MOR CL-016, Middle Dome",2,Albian,,113.2,100.5
91905,,-5.30487,31.756826,Taouddaat 7 (7TAO),2,Early Pliensbachian,,192.9,184.2
91909,Beds of Nogon Tsav,99.0,43.0,Nogon Tsav (PIN 3141) [SMPE/SMGE],4,Maastrichtian,,72.2,66.0
91990,Wadhurst Clay,0.514167,50.900276,"Black Horse Quarry, Tetham Hill",3,Early Valanginian,,137.05,132.6
91991,Coral Rag,-0.796329,54.134842,Malton,1,Late Oxfordian,,157.9,154.8
91992,Stanford,-1.323881,51.700703,Dry Sandford,1,Middle Oxfordian,,161.5,154.8
92016,Isalo IIIb,47.066666,-16.5,Hills W-NW of Andranomamy,2,Bathonian,,168.2,165.3
92050,Oxford Clay,-0.18,52.564445,Kings Dyke Brick Pit,1,Middle Callovian,,165.3,161.5
